Transaction_ID,Customer_ID,Item_ID,Location_ID,Payment_Method_ID,Shipping_Type_ID,Purchase_Amount_USD,Review_Rating,Discount_Applied,Promo_Code_Used,Subscription_Status,Previous_Purchases,Frequency_of_Purchases,Season
991,2800,1165,2,5,2,89,3.9,No,No,No,9,Every 3 Months,Spring
992,417,373,5,5,2,55,3.8,Yes,Yes,Yes,24,Fortnightly,Spring
993,3282,854,5,5,2,69,3.1,No,No,No,41,Annually,Winter
994,2066,1324,5,5,2,40,2.9,No,No,No,6,Bi-Weekly,Spring
995,2570,147,15,5,2,75,4.8,No,No,No,10,Bi-Weekly,Spring
996,1375,246,15,5,2,97,2.7,Yes,Yes,No,5,Quarterly,Fall
997,1182,901,15,5,2,96,3.5,Yes,Yes,No,43,Quarterly,Summer
998,3642,987,15,5,2,45,2.7,No,No,No,39,Every 3 Months,Fall
999,3768,1799,15,5,2,51,3.1,No,No,No,10,Fortnightly,Summer
1000,499,188,45,5,2,78,3.6,Yes,Yes,Yes,27,Monthly,Spring
1001,1593,1108,45,5,2,83,3.3,Yes,Yes,No,10,Every 3 Months,Summer
1002,2596,1514,45,5,2,56,3.2,No,No,No,3,Bi-Weekly,Summer
1003,3141,1665,30,5,2,44,4.6,No,No,No,37,Weekly,Summer
1004,2777,1131,6,5,2,62,2.9,No,No,No,6,Annually,Fall
1005,3634,153,7,5,2,51,2.8,No,No,No,1,Bi-Weekly,Spring
1006,241,231,7,5,2,45,3.5,Yes,Yes,Yes,29,Fortnightly,Winter
1007,2874,289,7,5,2,40,2.6,No,No,No,8,Monthly,Spring
1008,1034,817,7,5,2,52,4.6,Yes,Yes,Yes,41,Quarterly,Spring
1009,3110,572,27,5,2,92,4.3,No,No,No,47,Fortnightly,Winter
1010,3563,710,34,5,2,36,3.4,No,No,No,7,Weekly,Winter
1011,2242,1386,34,5,2,77,3.5,No,No,No,3,Bi-Weekly,Summer
1012,1824,1071,8,5,2,50,4.7,No,No,No,40,Bi-Weekly,Fall
1013,2720,1556,8,5,2,82,4.2,No,No,No,4,Monthly,Fall
1014,3045,1024,18,5,2,67,2.7,No,No,No,10,Quarterly,Winter
1015,3088,1657,18,5,2,84,3.1,No,No,No,29,Monthly,Spring
1016,901,130,9,5,2,98,3.3,Yes,Yes,Yes,42,Quarterly,Fall
1017,536,474,9,5,2,45,3.2,Yes,Yes,Yes,24,Weekly,Spring
1018,688,588,9,5,2,38,3.3,Yes,Yes,Yes,46,Quarterly,Winter
1019,742,630,9,5,2,79,4.7,Yes,Yes,Yes,23,Every 3 Months,Summer
1020,2280,1289,9,5,2,67,2.9,No,No,No,35,Quarterly,Spring
1021,473,420,43,5,2,39,3.9,Yes,Yes,Yes,3,Quarterly,Winter
1022,3116,244,46,5,2,53,4.1,No,No,No,9,Bi-Weekly,Fall
1023,749,634,46,5,2,39,3.9,Yes,Yes,Yes,8,Quarterly,Fall
1024,2691,60,36,5,2,32,4.7,No,No,No,18,Weekly,Summer
1025,3838,660,36,5,2,100,4.8,No,No,No,33,Fortnightly,Spring
1026,202,193,10,5,2,22,4.3,Yes,Yes,Yes,15,Annually,Fall
1027,485,432,10,5,2,73,4.7,Yes,Yes,Yes,28,Quarterly,Summer
1028,2112,1342,10,5,2,85,2.6,No,No,No,15,Annually,Spring
1029,1551,717,11,5,2,26,2.8,Yes,Yes,No,40,Quarterly,Summer
1030,3269,757,11,5,2,97,2.8,No,No,No,5,Every 3 Months,Fall
1031,1492,1053,11,5,2,54,2.7,Yes,Yes,No,10,Quarterly,Summer
1032,3098,137,13,5,2,33,3.7,No,No,No,39,Quarterly,Fall
1033,1852,718,13,5,2,80,3.1,No,No,No,4,Fortnightly,Fall
1034,1757,1185,14,5,2,55,2.8,No,No,No,14,Weekly,Fall
1035,3541,451,23,5,2,95,4.6,No,No,No,5,Weekly,Spring
1036,684,584,50,5,2,36,2.7,Yes,Yes,Yes,3,Monthly,Winter
1037,3815,795,50,5,2,95,4.2,No,No,No,26,Every 3 Months,Winter
1038,1935,1263,50,5,2,43,2.7,No,No,No,23,Annually,Winter
1039,3100,1586,50,5,2,98,2.9,No,No,No,21,Bi-Weekly,Fall
1040,3554,256,47,5,2,99,4.9,No,No,No,32,Weekly,Spring
1041,1204,361,47,5,2,82,3.7,Yes,Yes,No,23,Annually,Winter
1042,364,208,21,5,2,88,3.1,Yes,Yes,Yes,42,Fortnightly,Winter
1043,1978,816,21,5,2,49,2.6,No,No,No,32,Annually,Summer
1044,2399,832,21,5,2,81,4.3,No,No,No,44,Fortnightly,Winter
1045,3769,1608,35,5,2,35,4.0,No,No,No,34,Quarterly,Winter
1046,1080,112,20,5,2,33,4.4,Yes,Yes,No,48,Monthly,Summer
1047,611,533,20,5,2,72,2.5,Yes,Yes,Yes,27,Every 3 Months,Summer
1048,1580,1100,20,5,2,80,3.1,Yes,Yes,No,6,Monthly,Summer
1049,2882,1121,22,5,2,90,4.2,No,No,No,6,Annually,Winter
1050,2466,1189,22,5,2,63,4.4,No,No,No,20,Weekly,Spring
1051,2459,1463,22,5,2,85,4.6,No,No,No,17,Weekly,Fall
1052,1096,83,31,5,2,34,3.0,Yes,Yes,No,30,Quarterly,Summer
1053,437,391,31,5,2,46,4.6,Yes,Yes,Yes,41,Weekly,Summer
1054,868,394,25,5,2,20,3.1,Yes,Yes,Yes,23,Fortnightly,Spring
1055,828,688,25,5,2,51,4.1,Yes,Yes,Yes,33,Fortnightly,Fall
1056,1642,860,25,5,2,32,3.4,Yes,Yes,No,1,Every 3 Months,Summer
1057,3892,1821,25,5,2,30,4.7,No,No,No,6,Quarterly,Winter
1058,1224,503,24,5,2,24,3.9,Yes,Yes,No,21,Weekly,Winter
1059,3547,848,24,5,2,79,3.6,No,No,No,37,Bi-Weekly,Summer
1060,271,258,26,5,2,52,4.6,Yes,Yes,Yes,16,Annually,Fall
1061,876,715,26,5,2,39,4.1,Yes,Yes,Yes,7,Every 3 Months,Summer
1062,3870,1345,29,5,2,64,3.8,No,No,No,28,Annually,Spring
1063,3797,149,41,5,2,81,3.2,No,No,No,47,Quarterly,Fall
1064,1672,499,41,5,2,22,4.0,Yes,Yes,No,25,Weekly,Winter
1065,1180,899,28,5,2,33,2.8,Yes,Yes,No,44,Annually,Summer
1066,1299,964,28,5,2,81,3.0,Yes,Yes,No,14,Fortnightly,Summer
1067,1357,987,28,5,2,61,4.0,Yes,Yes,No,34,Annually,Spring
1068,2330,76,44,5,2,97,4.8,No,No,No,42,Annually,Spring
1069,2078,1002,44,5,2,34,3.3,No,No,No,26,Annually,Fall
1070,3716,1788,44,5,2,34,3.4,No,No,No,2,Monthly,Fall
1071,3411,801,32,5,2,76,4.3,No,No,No,38,Bi-Weekly,Summer
1072,1989,1250,42,5,2,79,3.9,No,No,No,26,Weekly,Winter
1073,2741,712,39,5,2,70,4.9,No,No,No,34,Fortnightly,Summer
1074,884,721,39,5,2,37,4.3,Yes,Yes,Yes,30,Monthly,Fall
1075,3720,736,39,5,2,91,4.1,No,No,No,8,Every 3 Months,Summer
1076,3249,1682,39,5,2,79,4.2,No,No,No,41,Quarterly,Summer
1077,2804,107,38,5,2,44,3.3,No,No,No,31,Monthly,Winter
1078,1154,680,38,5,2,41,4.0,Yes,Yes,No,6,Quarterly,Summer
1079,2979,1086,38,5,2,56,3.9,No,No,No,49,Fortnightly,Spring
1080,2664,1064,49,5,2,52,2.9,No,No,No,23,Annually,Fall
1081,2510,1013,48,5,2,48,4.4,No,No,No,9,Quarterly,Spring
1082,45,45,1,4,2,53,4.6,Yes,Yes,Yes,45,Weekly,Summer
1083,2154,378,1,4,2,94,4.2,No,No,No,31,Annually,Fall
1084,3738,1242,1,4,2,23,4.9,No,No,No,43,Bi-Weekly,Winter
1085,512,134,12,4,2,46,3.1,Yes,Yes,Yes,8,Annually,Fall
1086,1918,240,12,4,2,71,3.4,No,No,No,35,Bi-Weekly,Winter
1087,444,396,12,4,2,67,3.6,Yes,Yes,Yes,24,Annually,Summer
1088,3529,1120,2,4,2,67,4.5,No,No,No,33,Annually,Summer
1089,2320,1415,2,4,2,38,5.0,No,No,No,29,Monthly,Winter
1090,5,5,5,4,2,49,2.7,Yes,Yes,Yes,31,Annually,Spring
1091,1177,39,5,4,2,83,4.6,Yes,Yes,No,39,Quarterly,Winter
1092,2163,1359,5,4,2,48,2.7,No,No,No,32,Weekly,Summer
1093,3673,1780,15,4,2,81,4.5,No,No,No,7,Monthly,Fall
1094,3881,1291,3,4,2,20,3.9,No,No,No,40,Monthly,Winter
1095,3207,518,19,4,2,52,3.0,No,No,No,49,Monthly,Winter
1096,3029,1015,19,4,2,100,3.0,No,No,No,7,Every 3 Months,Summer
1097,3332,1696,19,4,2,58,3.5,No,No,No,39,Quarterly,Summer
1098,581,266,45,4,2,80,4.1,Yes,Yes,Yes,10,Weekly,Spring
1099,328,305,45,4,2,42,3.1,Yes,Yes,Yes,36,Weekly,Summer
1100,3311,841,45,4,2,27,3.6,No,No,No,12,Fortnightly,Winter
1101,2249,107,4,4,2,66,3.4,No,No,No,19,Fortnightly,Winter
1102,3216,1554,4,4,2,90,2.7,No,No,No,10,Every 3 Months,Summer
1103,2272,288,30,4,2,99,3.4,No,No,No,49,Quarterly,Summer
1104,1087,339,30,4,2,62,3.0,Yes,Yes,No,27,Bi-Weekly,Winter
1105,3434,656,30,4,2,93,4.5,No,No,No,28,Annually,Spring
1106,2515,681,30,4,2,37,4.8,No,No,No,45,Bi-Weekly,Spring
1107,905,734,30,4,2,99,2.9,Yes,Yes,Yes,46,Every 3 Months,Spring
1108,3837,1721,30,4,2,84,2.5,No,No,No,38,Fortnightly,Spring
1109,224,215,6,4,2,41,4.8,Yes,Yes,Yes,34,Annually,Spring
1110,880,718,6,4,2,76,4.1,Yes,Yes,Yes,14,Quarterly,Spring
1111,3182,1225,7,4,2,51,4.4,No,No,No,27,Every 3 Months,Summer
1112,37,37,27,4,2,69,4.6,Yes,Yes,Yes,44,Fortnightly,Winter
1113,1814,119,27,4,2,62,3.5,No,No,No,24,Weekly,Spring
1114,981,784,34,4,2,98,4.0,Yes,Yes,Yes,39,Every 3 Months,Spring
1115,1291,962,34,4,2,35,3.4,Yes,Yes,No,3,Annually,Spring
1116,2145,1352,34,4,2,23,3.7,No,No,No,25,Quarterly,Winter
1117,1089,215,8,4,2,21,2.7,Yes,Yes,No,2,Weekly,Winter
1118,29,29,18,4,2,94,4.4,Yes,Yes,Yes,41,Every 3 Months,Fall
1119,2421,1447,18,4,2,87,4.2,No,No,No,28,Annually,Winter
1120,1774,1134,9,4,2,92,2.7,No,No,No,17,Annually,Summer
1121,3298,1633,9,4,2,82,4.1,No,No,No,47,Monthly,Fall
1122,3023,700,43,4,2,26,4.0,No,No,No,23,Weekly,Fall
1123,1688,1097,43,4,2,70,3.7,No,No,No,4,Annually,Winter
1124,349,320,37,4,2,59,2.7,Yes,Yes,Yes,17,Fortnightly,Fall
1125,3517,1739,37,4,2,56,4.0,No,No,No,38,Bi-Weekly,Summer
1126,867,712,36,4,2,69,2.7,Yes,Yes,Yes,11,Bi-Weekly,Summer
1127,951,762,36,4,2,37,4.1,Yes,Yes,Yes,30,Quarterly,Winter
1128,3009,885,36,4,2,86,4.9,No,No,No,19,Weekly,Winter
1129,96,93,10,4,2,100,3.8,Yes,Yes,Yes,48,Monthly,Fall
1130,505,449,10,4,2,22,3.9,Yes,Yes,Yes,26,Annually,Winter
1131,1714,841,10,4,2,22,4.6,No,No,No,37,Quarterly,Winter
1132,1640,1129,10,4,2,65,3.3,Yes,Yes,No,50,Annually,Summer
1133,2045,1314,10,4,2,68,3.0,No,No,No,17,Fortnightly,Spring
1134,732,620,11,4,2,28,3.5,Yes,Yes,Yes,30,Fortnightly,Spring
1135,1951,1270,11,4,2,78,4.6,No,No,No,26,Every 3 Months,Summer
1136,150,142,13,4,2,76,3.2,Yes,Yes,Yes,14,Monthly,Summer
1137,3225,459,13,4,2,80,2.7,No,No,No,18,Monthly,Winter
1138,1725,1169,13,4,2,72,3.3,No,No,No,21,Weekly,Winter
1139,2246,1388,13,4,2,90,4.9,No,No,No,45,Fortnightly,Fall
1140,3481,1440,14,4,2,79,3.5,No,No,No,45,Monthly,Winter
1141,3274,638,23,4,2,45,2.6,No,No,No,34,Every 3 Months,Summer
1142,800,671,23,4,2,55,3.3,Yes,Yes,Yes,31,Annually,Summer
1143,2185,1301,23,4,2,34,3.2,No,No,No,16,Every 3 Months,Spring
1144,2727,461,50,4,2,92,3.3,No,No,No,11,Bi-Weekly,Winter
1145,1925,572,50,4,2,63,4.8,No,No,No,42,Quarterly,Fall
1146,1427,903,50,4,2,38,4.8,Yes,Yes,No,35,Every 3 Months,Summer
1147,909,155,33,4,2,99,3.6,Yes,Yes,Yes,9,Every 3 Months,Winter
1148,3422,449,33,4,2,30,2.9,No,No,No,27,Weekly,Summer
1149,1377,472,33,4,2,65,5.0,Yes,Yes,No,24,Annually,Spring
1150,1168,743,33,4,2,83,3.6,Yes,Yes,No,16,Quarterly,Summer
1151,2757,89,47,4,2,23,4.1,No,No,No,41,Monthly,Winter
1152,1437,650,47,4,2,83,3.7,Yes,Yes,No,23,Fortnightly,Winter
1153,1575,1097,47,4,2,25,4.2,Yes,Yes,No,32,Bi-Weekly,Spring
1154,2722,1557,47,4,2,70,4.9,No,No,No,17,Fortnightly,Spring
1155,113,110,21,4,2,65,4.3,Yes,Yes,Yes,28,Bi-Weekly,Spring
1156,2009,113,21,4,2,48,2.5,No,No,No,27,Every 3 Months,Spring
1157,756,478,21,4,2,24,3.3,Yes,Yes,Yes,22,Weekly,Spring
1158,3118,499,21,4,2,50,3.0,No,No,No,4,Bi-Weekly,Fall
1159,1625,543,21,4,2,32,3.6,Yes,Yes,No,40,Every 3 Months,Winter
1160,3783,805,16,4,2,45,2.8,No,No,No,42,Fortnightly,Spring
1161,3071,1650,16,4,2,26,2.6,No,No,No,43,Bi-Weekly,Fall
1162,956,765,17,4,2,75,3.4,Yes,Yes,Yes,4,Monthly,Summer
1163,2365,1431,17,4,2,60,4.2,No,No,No,4,Quarterly,Winter
1164,467,415,35,4,2,24,4.6,Yes,Yes,Yes,25,Weekly,Winter
1165,3671,1745,35,4,2,50,3.8,No,No,No,4,Every 3 Months,Winter
1166,3574,1058,40,4,2,67,4.9,No,No,No,27,Monthly,Fall
1167,2848,1591,40,4,2,21,2.8,No,No,No,3,Every 3 Months,Winter
1168,859,706,20,4,2,26,3.1,Yes,Yes,Yes,33,Weekly,Fall
1169,227,217,22,4,2,74,3.3,Yes,Yes,Yes,5,Monthly,Spring
1170,1423,1015,22,4,2,27,3.4,Yes,Yes,No,3,Bi-Weekly,Fall
1171,2960,1620,22,4,2,28,4.7,No,No,No,9,Quarterly,Summer
1172,43,43,31,4,2,100,4.1,Yes,Yes,Yes,15,Annually,Spring
1173,2809,780,31,4,2,62,3.9,No,No,No,45,Every 3 Months,Spring
1174,2704,1420,31,4,2,42,4.4,No,No,No,34,Weekly,Winter
1175,2449,1457,31,4,2,25,3.0,No,No,No,38,Bi-Weekly,Fall
1176,138,133,25,4,2,43,4.7,Yes,Yes,Yes,38,Weekly,Spring
1177,3823,1807,24,4,2,41,3.2,No,No,No,17,Every 3 Months,Spring
1178,3319,78,26,4,2,46,3.9,No,No,No,15,Monthly,Summer
1179,3291,968,26,4,2,82,3.1,No,No,No,2,Monthly,Spring
1180,658,411,29,4,2,80,4.3,Yes,Yes,Yes,6,Quarterly,Winter
1181,3834,480,29,4,2,93,4.6,No,No,No,17,Every 3 Months,Summer
1182,1857,577,29,4,2,55,3.2,No,No,No,30,Bi-Weekly,Summer
1183,3751,1087,29,4,2,88,3.1,No,No,No,5,Monthly,Fall
1184,401,358,41,4,2,66,4.8,Yes,Yes,Yes,14,Fortnightly,Winter
1185,569,503,41,4,2,88,4.0,Yes,Yes,Yes,36,Monthly,Summer
1186,3710,649,41,4,2,43,3.6,No,No,No,27,Quarterly,Fall
1187,2887,1597,41,4,2,33,4.2,No,No,No,29,Weekly,Spring
1188,3733,389,28,4,2,92,3.3,No,No,No,28,Annually,Spring
1189,2892,353,32,4,2,73,2.5,No,No,No,10,Monthly,Winter
1190,1052,830,32,4,2,53,2.6,Yes,Yes,Yes,39,Annually,Fall
1191,142,135,42,4,2,46,4.9,Yes,Yes,Yes,45,Weekly,Fall
1192,3147,1668,42,4,2,83,4.9,No,No,No,19,Annually,Winter
1193,525,464,39,4,2,39,4.8,Yes,Yes,Yes,44,Annually,Summer
1194,2942,1617,39,4,2,86,3.7,No,No,No,27,Monthly,Spring
1195,3497,752,38,4,2,38,4.0,No,No,No,22,Monthly,Summer
1196,1566,1091,38,4,2,93,4.2,Yes,Yes,No,48,Annually,Fall
1197,2188,1144,38,4,2,78,4.4,No,No,No,20,Annually,Spring
1198,2783,1362,38,4,2,34,3.8,No,No,No,30,Annually,Spring
1199,2411,449,49,4,2,43,3.7,No,No,No,46,Monthly,Summer
1200,2382,816,49,4,2,23,4.5,No,No,No,23,Annually,Summer
1201,1591,1107,49,4,2,80,3.0,Yes,Yes,No,8,Annually,Winter
1202,3677,1265,49,4,2,94,4.9,No,No,No,16,Monthly,Spring
1203,3495,341,48,4,2,38,3.5,No,No,No,41,Quarterly,Winter
1204,1113,862,48,4,2,67,4.6,Yes,Yes,No,32,Quarterly,Spring
1205,3513,493,1,6,2,46,3.4,No,No,No,31,Quarterly,Fall
1206,2894,638,1,6,2,20,3.1,No,No,No,44,Every 3 Months,Spring
1207,2876,1259,1,6,2,81,2.6,No,No,No,14,Weekly,Fall
1208,2212,375,2,6,2,89,3.2,No,No,No,45,Every 3 Months,Winter
1209,3145,401,2,6,2,70,2.6,No,No,No,12,Quarterly,Spring
1210,2791,1013,2,6,2,63,4.5,No,No,No,24,Annually,Spring
1211,3784,1801,2,6,2,66,3.2,No,No,No,17,Fortnightly,Summer
1212,3074,47,5,6,2,63,3.6,No,No,No,7,Bi-Weekly,Winter
1213,1561,284,5,6,2,84,3.8,Yes,Yes,No,3,Weekly,Winter
1214,2325,1417,5,6,2,28,3.5,No,No,No,19,Annually,Winter
1215,1435,2,15,6,2,64,4.6,Yes,Yes,No,21,Bi-Weekly,Summer
1216,15,15,15,6,2,53,4.7,Yes,Yes,Yes,34,Weekly,Winter
1217,2562,170,15,6,2,20,2.7,No,No,No,22,Quarterly,Spring
1218,1233,297,15,6,2,23,3.6,Yes,Yes,No,31,Every 3 Months,Summer
1219,2086,1332,15,6,2,49,4.6,No,No,No,38,Weekly,Fall
1220,2091,1299,3,6,2,71,3.4,No,No,No,21,Monthly,Winter
1221,2531,1490,3,6,2,98,3.6,No,No,No,28,Weekly,Spring
1222,1321,973,19,6,2,31,3.1,Yes,Yes,No,19,Annually,Fall
1223,3724,668,4,6,2,30,3.6,No,No,No,1,Monthly,Spring
1224,2925,1612,4,6,2,64,3.7,No,No,No,37,Every 3 Months,Winter
1225,3228,419,30,6,2,69,2.7,No,No,No,42,Quarterly,Fall
1226,558,493,30,6,2,60,2.9,Yes,Yes,Yes,31,Weekly,Spring
1227,1810,554,30,6,2,99,3.4,No,No,No,6,Fortnightly,Fall
1228,1675,1145,30,6,2,56,3.2,Yes,Yes,No,10,Fortnightly,Winter
1229,1898,1181,30,6,2,97,2.9,No,No,No,11,Fortnightly,Winter
1230,429,383,6,6,2,64,2.9,Yes,Yes,Yes,2,Fortnightly,Winter
1231,895,531,6,6,2,60,3.8,Yes,Yes,Yes,3,Quarterly,Spring
1232,2002,828,6,6,2,90,2.6,No,No,No,2,Fortnightly,Winter
1233,2443,1236,6,6,2,95,4.7,No,No,No,50,Bi-Weekly,Winter
1234,2357,253,7,6,2,58,3.0,No,No,No,27,Quarterly,Summer
1235,1420,349,7,6,2,75,2.6,Yes,Yes,No,4,Quarterly,Summer
1236,399,357,7,6,2,67,4.6,Yes,Yes,Yes,25,Every 3 Months,Winter
1237,3852,798,7,6,2,83,3.9,No,No,No,24,Annually,Summer
1238,3337,819,7,6,2,45,4.0,No,No,No,24,Annually,Fall
1239,2776,1573,7,6,2,25,3.6,No,No,No,16,Weekly,Fall
1240,773,652,27,6,2,22,3.6,Yes,Yes,Yes,40,Bi-Weekly,Fall
1241,840,696,27,6,2,31,2.6,Yes,Yes,Yes,10,Every 3 Months,Spring
1242,256,244,34,6,2,20,4.2,Yes,Yes,Yes,25,Annually,Spring
1243,1200,911,34,6,2,89,4.5,Yes,Yes,No,3,Weekly,Fall
1244,561,496,8,6,2,48,3.3,Yes,Yes,Yes,12,Annually,Fall
1245,2305,1412,8,6,2,73,4.7,No,No,No,9,Fortnightly,Winter
1246,421,377,18,6,2,54,3.8,Yes,Yes,Yes,18,Bi-Weekly,Spring
1247,1071,790,18,6,2,75,3.3,Yes,Yes,No,50,Weekly,Summer
1248,1226,924,18,6,2,97,2.6,Yes,Yes,No,16,Weekly,Fall
1249,2097,1337,18,6,2,52,4.7,No,No,No,27,Annually,Summer
1250,3473,1004,43,6,2,42,4.0,No,No,No,15,Weekly,Summer
1251,3039,1055,43,6,2,39,4.2,No,No,No,36,Annually,Summer
1252,3030,1509,43,6,2,82,3.1,No,No,No,1,Quarterly,Summer
1253,2081,17,46,6,2,47,3.5,No,No,No,17,Bi-Weekly,Fall
1254,2697,58,46,6,2,20,4.7,No,No,No,12,Monthly,Spring
1255,3779,710,46,6,2,60,2.9,No,No,No,30,Annually,Fall
1256,137,132,37,6,2,86,3.3,Yes,Yes,Yes,4,Quarterly,Winter
1257,521,243,37,6,2,84,3.9,Yes,Yes,Yes,20,Quarterly,Spring
1258,3419,833,37,6,2,30,2.8,No,No,No,35,Annually,Summer
1259,1663,339,36,6,2,24,4.6,Yes,Yes,No,46,Fortnightly,Winter
1260,721,611,36,6,2,62,3.4,Yes,Yes,Yes,19,Weekly,Fall
1261,893,729,36,6,2,64,2.7,Yes,Yes,Yes,43,Monthly,Summer
1262,3317,818,36,6,2,45,3.1,No,No,No,5,Fortnightly,Summer
1263,3205,998,36,6,2,92,4.3,No,No,No,23,Bi-Weekly,Fall
1264,2321,1147,36,6,2,55,3.7,No,No,No,9,Every 3 Months,Spring
1265,1315,784,10,6,2,67,3.4,Yes,Yes,No,49,Annually,Summer
1266,1190,151,11,6,2,97,4.9,Yes,Yes,No,28,Annually,Summer
1267,510,453,13,6,2,80,3.9,Yes,Yes,Yes,17,Weekly,Summer
1268,1554,1084,13,6,2,45,4.8,Yes,Yes,No,21,Quarterly,Spring
1269,2577,26,14,6,2,40,4.2,No,No,No,19,Quarterly,Winter
1270,2962,976,14,6,2,43,2.8,No,No,No,21,Bi-Weekly,Fall
1271,1510,1062,14,6,2,54,4.6,Yes,Yes,No,44,Annually,Summer
1272,2640,1468,14,6,2,35,2.6,No,No,No,33,Quarterly,Winter
1273,1962,774,23,6,2,59,2.6,No,No,No,45,Quarterly,Summer
1274,496,441,50,6,2,36,3.3,Yes,Yes,Yes,6,Fortnightly,Fall
1275,236,226,33,6,2,89,3.7,Yes,Yes,Yes,31,Quarterly,Winter
1276,2541,886,33,6,2,42,3.9,No,No,No,11,Quarterly,Summer
1277,2482,1471,33,6,2,92,2.9,No,No,No,35,Weekly,Fall
1278,2427,78,21,6,2,42,4.6,No,No,No,26,Every 3 Months,Fall
1279,3880,203,21,6,2,63,4.1,No,No,No,6,Quarterly,Winter
1280,2075,304,21,6,2,53,3.1,No,No,No,44,Fortnightly,Summer
1281,2077,1328,21,6,2,23,4.6,No,No,No,22,Bi-Weekly,Fall
1282,418,374,17,6,2,81,4.5,Yes,Yes,Yes,48,Quarterly,Fall
1283,2726,1073,17,6,2,99,2.7,No,No,No,4,Annually,Summer
1284,2560,1308,17,6,2,71,4.0,No,No,No,21,Every 3 Months,Winter
1285,326,22,35,6,2,70,4.3,Yes,Yes,Yes,38,Annually,Winter
1286,322,301,35,6,2,36,4.7,Yes,Yes,Yes,48,Quarterly,Summer
1287,1608,1117,35,6,2,72,2.7,Yes,Yes,No,43,Quarterly,Fall
1288,477,424,40,6,2,90,3.5,Yes,Yes,Yes,2,Fortnightly,Spring
1289,2070,277,22,6,2,82,3.4,No,No,No,3,Quarterly,Fall
1290,3019,358,22,6,2,41,3.0,No,No,No,21,Bi-Weekly,Summer
1291,2743,498,22,6,2,86,3.9,No,No,No,47,Annually,Spring
1292,2546,1495,22,6,2,50,3.9,No,No,No,10,Annually,Spring
1293,2921,1611,22,6,2,72,4.9,No,No,No,3,Bi-Weekly,Spring
1294,3188,1675,22,6,2,72,3.2,No,No,No,28,Weekly,Winter
1295,1523,208,31,6,2,72,4.8,Yes,Yes,No,5,Monthly,Spring
1296,1104,856,31,6,2,23,4.3,Yes,Yes,No,8,Bi-Weekly,Spring
1297,2118,32,25,6,2,28,3.8,No,No,No,11,Annually,Summer
1298,667,569,25,6,2,26,3.1,Yes,Yes,Yes,30,Quarterly,Winter
1299,3396,1081,25,6,2,43,3.1,No,No,No,15,Every 3 Months,Winter
1300,3706,1182,25,6,2,65,3.2,No,No,No,2,Annually,Summer
1301,3112,1662,24,6,2,81,4.9,No,No,No,25,Quarterly,Spring
1302,1700,298,26,6,2,67,4.0,No,No,No,34,Annually,Spring
1303,478,425,26,6,2,56,3.7,Yes,Yes,Yes,49,Weekly,Summer
1304,698,596,26,6,2,63,4.6,Yes,Yes,Yes,40,Quarterly,Summer
1305,2871,1220,26,6,2,34,4.8,No,No,No,49,Every 3 Months,Winter
1306,1895,1247,29,6,2,90,2.5,No,No,No,48,Bi-Weekly,Fall
1307,2825,1011,41,6,2,90,4.0,No,No,No,49,Quarterly,Fall
1308,585,219,28,6,2,94,4.7,Yes,Yes,Yes,20,Monthly,Spring
1309,476,423,32,6,2,66,2.7,Yes,Yes,Yes,18,Annually,Summer
1310,886,723,32,6,2,99,4.4,Yes,Yes,Yes,49,Every 3 Months,Fall
1311,765,646,42,6,2,39,4.2,Yes,Yes,Yes,6,Quarterly,Fall
1312,2252,1390,42,6,2,94,3.8,No,No,No,22,Monthly,Fall
1313,3857,1540,42,6,2,78,2.5,No,No,No,8,Quarterly,Summer
1314,3199,455,39,6,2,94,2.8,No,No,No,39,Weekly,Winter
1315,3180,119,38,6,2,88,4.3,No,No,No,12,Bi-Weekly,Spring
1316,3744,391,38,6,2,28,3.6,No,No,No,36,Quarterly,Fall
1317,939,753,49,6,2,97,4.8,Yes,Yes,Yes,21,Fortnightly,Fall
1318,2586,1431,49,6,2,37,4.4,No,No,No,19,Weekly,Fall
1319,3830,568,48,6,2,32,2.9,No,No,No,32,Fortnightly,Spring
1320,3215,1397,48,6,2,78,3.1,No,No,No,6,Annually,Spring
1321,2693,1547,48,6,2,90,4.2,No,No,No,18,Every 3 Months,Spring
1322,3051,519,1,1,4,76,3.6,No,No,No,28,Every 3 Months,Spring
1323,1020,807,1,1,4,76,2.8,Yes,Yes,Yes,33,Bi-Weekly,Winter
1324,2895,1600,1,1,4,32,3.5,No,No,No,41,Annually,Spring
1325,1930,1175,12,1,4,33,4.7,No,No,No,46,Quarterly,Fall
1326,489,286,2,1,4,29,4.6,Yes,Yes,Yes,32,Weekly,Spring
1327,1049,827,2,1,4,77,2.7,Yes,Yes,Yes,19,Fortnightly,Fall
1328,2022,1176,2,1,4,33,4.4,No,No,No,48,Quarterly,Winter
1329,336,2,5,1,4,85,3.7,Yes,Yes,Yes,44,Every 3 Months,Spring
1330,111,108,15,1,4,26,4.0,Yes,Yes,Yes,26,Fortnightly,Summer
1331,3586,214,15,1,4,41,4.1,No,No,No,4,Bi-Weekly,Winter
1332,731,440,3,1,4,25,3.9,Yes,Yes,Yes,28,Fortnightly,Summer
1333,2564,1501,3,1,4,81,4.5,No,No,No,1,Every 3 Months,Winter
1334,3846,425,19,1,4,52,4.9,No,No,No,46,Annually,Winter
